dataset	fs_method	n_features	integration_method	Dataset	Integrator	Task	SeedSD	NSeeds
E9p5Embryo	seurat_sct	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.07425925627586408	3
E9p5Embryo	seurat_sct	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.030345469173719247	3
E9p5Embryo	seurat_sct	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.017676597099923533	3
E9p5Embryo	seurat_sct	2000	scvi	E9.5 Embryo	scVI	Clustering	0.002688759599664551	3
E9p5Embryo	seurat_sct	2000	scvi	E9.5 Embryo	scVI	Core overall	0.00228241720429764	3
E9p5Embryo	seurat_sct	2000	scvi	E9.5 Embryo	scVI	Integration	0.002003756760911848	3
E9p5Embryo	seurat_vst	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.01314850650168043	3
E9p5Embryo	seurat_vst	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.005709029919798299	3
E9p5Embryo	seurat_vst	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.005359609765982728	3
E9p5Embryo	seurat_vst	2000	scvi	E9.5 Embryo	scVI	Clustering	0.014863582643573958	3
E9p5Embryo	seurat_vst	2000	scvi	E9.5 Embryo	scVI	Core overall	0.005624128521261663	3
E9p5Embryo	seurat_vst	2000	scvi	E9.5 Embryo	scVI	Integration	0.005630255505244737	3
E9p5Embryo	singleCellHaystack	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.010283027470526406	3
E9p5Embryo	singleCellHaystack	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.00267015533060198	3
E9p5Embryo	singleCellHaystack	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.00575619116251178	3
E9p5Embryo	singleCellHaystack	2000	scvi	E9.5 Embryo	scVI	Clustering	0.012842824563248844	3
E9p5Embryo	singleCellHaystack	2000	scvi	E9.5 Embryo	scVI	Core overall	0.01048375179729795	3
E9p5Embryo	singleCellHaystack	2000	scvi	E9.5 Embryo	scVI	Integration	0.008599198553423424	3
E9p5Embryo	somde	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.02521197899999766	3
E9p5Embryo	somde	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.012044425279988514	3
E9p5Embryo	somde	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.0031680846498591216	3
E9p5Embryo	somde	2000	scvi	E9.5 Embryo	scVI	Clustering	0.009236046099254304	3
E9p5Embryo	somde	2000	scvi	E9.5 Embryo	scVI	Core overall	0.005207846499324311	3
E9p5Embryo	somde	2000	scvi	E9.5 Embryo	scVI	Integration	0.00832105482186832	3
E9p5Embryo	sparkx	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.010101488041907927	3
E9p5Embryo	sparkx	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.006406332406075251	3
E9p5Embryo	sparkx	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.004586185263119856	3
E9p5Embryo	sparkx	2000	scvi	E9.5 Embryo	scVI	Clustering	0.019702447874375813	3
E9p5Embryo	sparkx	2000	scvi	E9.5 Embryo	scVI	Core overall	0.01122363838319369	3
E9p5Embryo	sparkx	2000	scvi	E9.5 Embryo	scVI	Integration	0.004092914711723001	3
E9p5Embryo	spatialde	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.017699277977704306	3
E9p5Embryo	spatialde	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.006217355892333032	3
E9p5Embryo	spatialde	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.005389115070256715	3
E9p5Embryo	spatialde	2000	scvi	E9.5 Embryo	scVI	Clustering	0.005372086620283209	3
E9p5Embryo	spatialde	2000	scvi	E9.5 Embryo	scVI	Core overall	0.0011355911830633158	3
E9p5Embryo	spatialde	2000	scvi	E9.5 Embryo	scVI	Integration	0.007131330074530966	3
E9p5Embryo	statistic_mean	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.019662503650290316	3
E9p5Embryo	statistic_mean	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.008709401083551283	3
E9p5Embryo	statistic_mean	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.0022819677930051314	3
E9p5Embryo	statistic_mean	2000	scvi	E9.5 Embryo	scVI	Clustering	0.025255065774660655	3
E9p5Embryo	statistic_mean	2000	scvi	E9.5 Embryo	scVI	Core overall	0.008280608701769021	3
E9p5Embryo	statistic_mean	2000	scvi	E9.5 Embryo	scVI	Integration	0.013970962065715003	3
E9p5Embryo	statistic_variance	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.019017317854045857	3
E9p5Embryo	statistic_variance	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.011018652766605734	3
E9p5Embryo	statistic_variance	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.010045321996270425	3
E9p5Embryo	statistic_variance	2000	scvi	E9.5 Embryo	scVI	Clustering	0.005861528465645305	3
E9p5Embryo	statistic_variance	2000	scvi	E9.5 Embryo	scVI	Core overall	0.004387189998518231	3
E9p5Embryo	statistic_variance	2000	scvi	E9.5 Embryo	scVI	Integration	0.007734148631670251	3
E9p5Embryo	triku	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.022024860679082717	3
E9p5Embryo	triku	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.013683406253128036	3
E9p5Embryo	triku	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.00535203800490593	3
E9p5Embryo	triku	2000	scvi	E9.5 Embryo	scVI	Clustering	0.03313073795998033	3
E9p5Embryo	triku	2000	scvi	E9.5 Embryo	scVI	Core overall	0.014565409679100768	3
E9p5Embryo	triku	2000	scvi	E9.5 Embryo	scVI	Integration	0.0050395647041872335	3
MouseBrainSerialSections	Brennecke	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.009391841917148746	3
MouseBrainSerialSections	Brennecke	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.012724781674040833	3
MouseBrainSerialSections	Brennecke	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.00415242591873311	3
MouseBrainSerialSections	Brennecke	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.005817348601808043	3
MouseBrainSerialSections	Brennecke	2000	scvi	Mouse Brain	scVI	Alignment	0.003716941379821836	3
MouseBrainSerialSections	Brennecke	2000	scvi	Mouse Brain	scVI	Clustering	0.14869533901664633	3
MouseBrainSerialSections	Brennecke	2000	scvi	Mouse Brain	scVI	Core overall	0.1013492267863859	3
MouseBrainSerialSections	Brennecke	2000	scvi	Mouse Brain	scVI	Integration	0.054003592406244735	3
MouseBrainSerialSections	TFs	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.0024603856417924085	3
MouseBrainSerialSections	TFs	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.012071445814796525	3
MouseBrainSerialSections	TFs	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.007451942556584944	3
MouseBrainSerialSections	TFs	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.002842616780883775	3
MouseBrainSerialSections	TFs	2000	scvi	Mouse Brain	scVI	Alignment	0.020594433629436887	3
MouseBrainSerialSections	TFs	2000	scvi	Mouse Brain	scVI	Clustering	0.011064746998616157	3
MouseBrainSerialSections	TFs	2000	scvi	Mouse Brain	scVI	Core overall	0.011313938770487305	3
MouseBrainSerialSections	TFs	2000	scvi	Mouse Brain	scVI	Integration	0.011572543717131515	3
MouseBrainSerialSections	all_features	all	cellcharter	Mouse Brain	CellCharter	Alignment	0.010983709596433492	3
MouseBrainSerialSections	all_features	all	cellcharter	Mouse Brain	CellCharter	Clustering	0.006360780175665453	3
MouseBrainSerialSections	all_features	all	cellcharter	Mouse Brain	CellCharter	Core overall	0.006883899276623752	3
MouseBrainSerialSections	all_features	all	cellcharter	Mouse Brain	CellCharter	Integration	0.007737602309258685	3
MouseBrainSerialSections	all_features	all	scvi	Mouse Brain	scVI	Alignment	0.13969903899254396	3
MouseBrainSerialSections	all_features	all	scvi	Mouse Brain	scVI	Clustering	0.07737453542308075	3
MouseBrainSerialSections	all_features	all	scvi	Mouse Brain	scVI	Core overall	0.027200545920128733	3
MouseBrainSerialSections	all_features	all	scvi	Mouse Brain	scVI	Integration	0.024364932372924867	3
MouseBrainSerialSections	anticor	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.01061972114837465	3
MouseBrainSerialSections	anticor	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.006669799261565335	3
MouseBrainSerialSections	anticor	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.009816024124140786	3
MouseBrainSerialSections	anticor	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.012979473050991465	3
MouseBrainSerialSections	anticor	2000	scvi	Mouse Brain	scVI	Alignment	0.1906411025248264	3
MouseBrainSerialSections	anticor	2000	scvi	Mouse Brain	scVI	Clustering	0.09973594923069211	3
MouseBrainSerialSections	anticor	2000	scvi	Mouse Brain	scVI	Core overall	0.033491517956490906	3
MouseBrainSerialSections	anticor	2000	scvi	Mouse Brain	scVI	Integration	0.09137002663888391	3
MouseBrainSerialSections	dubstepr	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.006827717609982853	3
MouseBrainSerialSections	dubstepr	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.00844772084188522	3
MouseBrainSerialSections	dubstepr	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.006325994442801573	3
MouseBrainSerialSections	dubstepr	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.006433132481599201	3
MouseBrainSerialSections	dubstepr	2000	scvi	Mouse Brain	scVI	Alignment	0.22634608251855592	3
MouseBrainSerialSections	dubstepr	2000	scvi	Mouse Brain	scVI	Clustering	0.08592045488505028	3
MouseBrainSerialSections	dubstepr	2000	scvi	Mouse Brain	scVI	Core overall	0.08328169412765833	3
MouseBrainSerialSections	dubstepr	2000	scvi	Mouse Brain	scVI	Integration	0.08064377294627778	3
MouseBrainSerialSections	hotspot	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.007102621055310565	3
MouseBrainSerialSections	hotspot	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.007775277035053741	3
MouseBrainSerialSections	hotspot	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.003736923537216622	3
MouseBrainSerialSections	hotspot	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.012241115932033447	3
MouseBrainSerialSections	hotspot	2000	scvi	Mouse Brain	scVI	Alignment	0.14837427394321556	3
MouseBrainSerialSections	hotspot	2000	scvi	Mouse Brain	scVI	Clustering	0.04750315137351779	3
MouseBrainSerialSections	hotspot	2000	scvi	Mouse Brain	scVI	Core overall	0.026256881560090626	3
MouseBrainSerialSections	hotspot	2000	scvi	Mouse Brain	scVI	Integration	0.02861389880834031	3
MouseBrainSerialSections	morans_i	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.008006756585783363	3
MouseBrainSerialSections	morans_i	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.005198920725132064	3
MouseBrainSerialSections	morans_i	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.008038694337284377	3
MouseBrainSerialSections	morans_i	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.016927103475007272	3
MouseBrainSerialSections	morans_i	2000	scvi	Mouse Brain	scVI	Alignment	0.2473494748002037	3
MouseBrainSerialSections	morans_i	2000	scvi	Mouse Brain	scVI	Clustering	0.10776718661817684	3
MouseBrainSerialSections	morans_i	2000	scvi	Mouse Brain	scVI	Core overall	0.061031090537276095	3
MouseBrainSerialSections	morans_i	2000	scvi	Mouse Brain	scVI	Integration	0.09371204884111549	3
MouseBrainSerialSections	nbumi	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.007901572036772268	3
MouseBrainSerialSections	nbumi	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.008085405088764888	3
MouseBrainSerialSections	nbumi	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.004031921118273106	3
MouseBrainSerialSections	nbumi	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.007947413853285665	3
MouseBrainSerialSections	nbumi	2000	scvi	Mouse Brain	scVI	Alignment	0.05048858424526642	3
MouseBrainSerialSections	nbumi	2000	scvi	Mouse Brain	scVI	Clustering	0.04927517379844795	3
MouseBrainSerialSections	nbumi	2000	scvi	Mouse Brain	scVI	Core overall	0.05947293648675259	3
MouseBrainSerialSections	nbumi	2000	scvi	Mouse Brain	scVI	Integration	0.06974507798604682	3
MouseBrainSerialSections	nnsvg	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.007933848020206248	3
MouseBrainSerialSections	nnsvg	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.016180185105530397	3
MouseBrainSerialSections	nnsvg	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.009559132878598808	3
MouseBrainSerialSections	nnsvg	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.0029381875704983054	3
MouseBrainSerialSections	nnsvg	2000	scvi	Mouse Brain	scVI	Alignment	0.04577221718502449	3
MouseBrainSerialSections	nnsvg	2000	scvi	Mouse Brain	scVI	Clustering	0.055127255506925	3
MouseBrainSerialSections	nnsvg	2000	scvi	Mouse Brain	scVI	Core overall	0.0423439057946621	3
MouseBrainSerialSections	nnsvg	2000	scvi	Mouse Brain	scVI	Integration	0.03304356733800611	3
MouseBrainSerialSections	osca	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.011598063101787591	3
MouseBrainSerialSections	osca	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.025866393343448462	3
MouseBrainSerialSections	osca	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.00672268364562578	3
MouseBrainSerialSections	osca	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.012833745051034674	3
MouseBrainSerialSections	osca	2000	scvi	Mouse Brain	scVI	Alignment	0.20810336931646023	3
MouseBrainSerialSections	osca	2000	scvi	Mouse Brain	scVI	Clustering	0.03604186341170477	3
MouseBrainSerialSections	osca	2000	scvi	Mouse Brain	scVI	Core overall	0.023986225879469813	3
MouseBrainSerialSections	osca	2000	scvi	Mouse Brain	scVI	Integration	0.06975162047769895	3
MouseBrainSerialSections	random	500	cellcharter	Mouse Brain	CellCharter	Alignment	0.014711113433585103	3
MouseBrainSerialSections	random	500	cellcharter	Mouse Brain	CellCharter	Clustering	0.017936609460924208	3
MouseBrainSerialSections	random	500	cellcharter	Mouse Brain	CellCharter	Core overall	0.02863602049446819	3
MouseBrainSerialSections	random	500	cellcharter	Mouse Brain	CellCharter	Integration	0.045019108812610814	3
MouseBrainSerialSections	random	500	scvi	Mouse Brain	scVI	Alignment	0.08183441297173558	3
MouseBrainSerialSections	random	500	scvi	Mouse Brain	scVI	Clustering	0.08445602832206676	3
MouseBrainSerialSections	random	500	scvi	Mouse Brain	scVI	Core overall	0.0926666511868982	3
MouseBrainSerialSections	random	500	scvi	Mouse Brain	scVI	Integration	0.11661366146097255	3
MouseBrainSerialSections	scPNMF	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.01153873382235059	3
MouseBrainSerialSections	scPNMF	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.011921902518863837	3
MouseBrainSerialSections	scPNMF	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.015096672389774106	3
MouseBrainSerialSections	scPNMF	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.023555642293545773	3
MouseBrainSerialSections	scPNMF	2000	scvi	Mouse Brain	scVI	Alignment	0.0809331483793756	3
MouseBrainSerialSections	scPNMF	2000	scvi	Mouse Brain	scVI	Clustering	0.14895302894413537	3
MouseBrainSerialSections	scPNMF	2000	scvi	Mouse Brain	scVI	Core overall	0.07844454212758989	3
MouseBrainSerialSections	scPNMF	2000	scvi	Mouse Brain	scVI	Integration	0.05328966799268422	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.01034406689982945	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.005689106740004798	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.00098490311448666025	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.004977181348185452	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	scvi	Mouse Brain	scVI	Alignment	0.009779662996258338	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	scvi	Mouse Brain	scVI	Clustering	0.004220046299377624	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	scvi	Mouse Brain	scVI	Core overall	0.008520425785883632	3
MouseBrainSerialSections	scanpy_cell_ranger	2000	scvi	Mouse Brain	scVI	Integration	0.015484397834664536	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.008572312972697005	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.015353274640590288	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.00925895705947024	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.0050308778814815765	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	scvi	Mouse Brain	scVI	Alignment	0.006957398706664888	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	scvi	Mouse Brain	scVI	Clustering	0.024732494870254963	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	scvi	Mouse Brain	scVI	Core overall	0.016040539114857116	3
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	scvi	Mouse Brain	scVI	Integration	0.007375171313291725	3
MouseBrainSerialSections	scanpy_pearson	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.011066500819006512	3
MouseBrainSerialSections	scanpy_pearson	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.001802127019179265	3
MouseBrainSerialSections	scanpy_pearson	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.004149987848098422	3
MouseBrainSerialSections	scanpy_pearson	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.006570271590257266	3
MouseBrainSerialSections	scanpy_pearson	2000	scvi	Mouse Brain	scVI	Alignment	0.15133434646674745	3
MouseBrainSerialSections	scanpy_pearson	2000	scvi	Mouse Brain	scVI	Clustering	0.15887750257666053	3
MouseBrainSerialSections	scanpy_pearson	2000	scvi	Mouse Brain	scVI	Core overall	0.08033525326303212	3
MouseBrainSerialSections	scanpy_pearson	2000	scvi	Mouse Brain	scVI	Integration	0.0115116237685967	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.009699477406067684	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.005400918264774624	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	cellcharter	Mouse Brain	CellCharter	Core overall	3.837894088172998e-4	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.006090062314446965	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	scvi	Mouse Brain	scVI	Alignment	0.14915087389716314	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	scvi	Mouse Brain	scVI	Clustering	0.022971140432907773	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	scvi	Mouse Brain	scVI	Core overall	0.037723837355393204	3
MouseBrainSerialSections	scanpy_pearson_batch	2000	scvi	Mouse Brain	scVI	Integration	0.07286060949506884	3
MouseBrainSerialSections	scanpy_seurat	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.012474273060461939	3
MouseBrainSerialSections	scanpy_seurat	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.004494044371678132	3
MouseBrainSerialSections	scanpy_seurat	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.00617156826622925	3
MouseBrainSerialSections	scanpy_seurat	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.008035742789408627	3
MouseBrainSerialSections	scanpy_seurat	2000	scvi	Mouse Brain	scVI	Alignment	0.012160192852895914	3
MouseBrainSerialSections	scanpy_seurat	2000	scvi	Mouse Brain	scVI	Clustering	0.008342734877028583	3
MouseBrainSerialSections	scanpy_seurat	2000	scvi	Mouse Brain	scVI	Core overall	0.006063081771687561	3
MouseBrainSerialSections	scanpy_seurat	2000	scvi	Mouse Brain	scVI	Integration	0.00406276290785031	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.00695236332167125	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.01239936891080977	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.013563169265525253	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.014727833333803177	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	scvi	Mouse Brain	scVI	Alignment	0.08230140820897536	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	scvi	Mouse Brain	scVI	Clustering	0.12165802080140845	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	scvi	Mouse Brain	scVI	Core overall	0.12552702026181434	3
MouseBrainSerialSections	scanpy_seurat_batch	2000	scvi	Mouse Brain	scVI	Integration	0.13016415614307697	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.008805691744599848	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.0018294314890147695	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.0030221973878847364	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.005784672250763209	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	scvi	Mouse Brain	scVI	Alignment	0.04149930241640683	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	scvi	Mouse Brain	scVI	Clustering	0.030758784174581916	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	scvi	Mouse Brain	scVI	Core overall	0.05469801120795843	3
MouseBrainSerialSections	scanpy_seurat_v3	2000	scvi	Mouse Brain	scVI	Integration	0.08578451255448886	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.006823116270267515	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.0015163678426826012	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.004548003778768215	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.007780774129813173	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	scvi	Mouse Brain	scVI	Alignment	0.09923867767500379	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	scvi	Mouse Brain	scVI	Clustering	0.15386234745651053	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	scvi	Mouse Brain	scVI	Core overall	0.12086752235493661	3
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	scvi	Mouse Brain	scVI	Integration	0.10258264820258055	3
MouseBrainSerialSections	scry	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.0056786075230862085	3
MouseBrainSerialSections	scry	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.012716018757955997	3
MouseBrainSerialSections	scry	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.0016304078304780081	3
MouseBrainSerialSections	scry	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.014803327266440685	3
MouseBrainSerialSections	scry	2000	scvi	Mouse Brain	scVI	Alignment	0.24795436512374405	3
MouseBrainSerialSections	scry	2000	scvi	Mouse Brain	scVI	Clustering	0.1054265475782231	3
MouseBrainSerialSections	scry	2000	scvi	Mouse Brain	scVI	Core overall	0.054101144115747415	3
MouseBrainSerialSections	scry	2000	scvi	Mouse Brain	scVI	Integration	0.015099342447240129	3
MouseBrainSerialSections	scsegindex	500	cellcharter	Mouse Brain	CellCharter	Alignment	0.010222501378223071	3
MouseBrainSerialSections	scsegindex	500	cellcharter	Mouse Brain	CellCharter	Clustering	0.01825399402713328	3
MouseBrainSerialSections	scsegindex	500	cellcharter	Mouse Brain	CellCharter	Core overall	0.008898714023248653	3
MouseBrainSerialSections	scsegindex	500	cellcharter	Mouse Brain	CellCharter	Integration	0.0025088665280699027	3
MouseBrainSerialSections	scsegindex	500	scvi	Mouse Brain	scVI	Alignment	0.02015121851368571	3
MouseBrainSerialSections	scsegindex	500	scvi	Mouse Brain	scVI	Clustering	0.03306485649840594	3
MouseBrainSerialSections	scsegindex	500	scvi	Mouse Brain	scVI	Core overall	0.01705937440629733	3
MouseBrainSerialSections	scsegindex	500	scvi	Mouse Brain	scVI	Integration	0.0016064706538610266	3
MouseBrainSerialSections	seurat_disp	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.005798124672815538	3
MouseBrainSerialSections	seurat_disp	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.004253810454117197	3
MouseBrainSerialSections	seurat_disp	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.004909228708901269	3
MouseBrainSerialSections	seurat_disp	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.01079379993759847	3
MouseBrainSerialSections	seurat_disp	2000	scvi	Mouse Brain	scVI	Alignment	0.13379622374191644	3
MouseBrainSerialSections	seurat_disp	2000	scvi	Mouse Brain	scVI	Clustering	0.1459034632707652	3
MouseBrainSerialSections	seurat_disp	2000	scvi	Mouse Brain	scVI	Core overall	0.13157036280712373	3
MouseBrainSerialSections	seurat_disp	2000	scvi	Mouse Brain	scVI	Integration	0.11785705112908071	3
MouseBrainSerialSections	seurat_mvp	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.011502897575774062	3
MouseBrainSerialSections	seurat_mvp	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.002245111679280762	3
MouseBrainSerialSections	seurat_mvp	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.0065930889974471	3
MouseBrainSerialSections	seurat_mvp	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.010941450017943772	3
MouseBrainSerialSections	seurat_mvp	2000	scvi	Mouse Brain	scVI	Alignment	0.002095971327165584	3
MouseBrainSerialSections	seurat_mvp	2000	scvi	Mouse Brain	scVI	Clustering	0.013640035988938704	3
MouseBrainSerialSections	seurat_mvp	2000	scvi	Mouse Brain	scVI	Core overall	0.006943773934970203	3
MouseBrainSerialSections	seurat_mvp	2000	scvi	Mouse Brain	scVI	Integration	0.009188399019402193	3
MouseBrainSerialSections	seurat_sct	2000	cellcharter	Mouse Brain	CellCharter	Alignment	0.009956479431786657	3
MouseBrainSerialSections	seurat_sct	2000	cellcharter	Mouse Brain	CellCharter	Clustering	0.0082522808662118	3
MouseBrainSerialSections	seurat_sct	2000	cellcharter	Mouse Brain	CellCharter	Core overall	0.004963285358892418	3
MouseBrainSerialSections	seurat_sct	2000	cellcharter	Mouse Brain	CellCharter	Integration	0.0016796292596057427	3
MouseBrainSerialSections	seurat_sct	2000	scvi	Mouse Brain	scVI	Alignment	0.11318496966820986	3
