ENSEMBL	Gene	Species
ENSG00000171161	ZNF672	Human
ENSG00000251192	ZNF674	Human
ENSG00000197372	ZNF675	Human
ENSG00000196109	ZNF676	Human
ENSG00000197928	ZNF677	Human
ENSG00000181450	ZNF678	Human
ENSG00000197123	ZNF679	Human
ENSG00000173041	ZNF680	Human
ENSG00000196172	ZNF681	Human
ENSG00000197124	ZNF682	Human
ENSG00000176083	ZNF683	Human
ENSG00000117010	ZNF684	Human
ENSG00000143373	ZNF687	Human
ENSG00000229809	ZNF688	Human
ENSG00000156853	ZNF689	Human
ENSG00000198429	ZNF69	Human
ENSG00000164011	ZNF691	Human
ENSG00000171163	ZNF692	Human
ENSG00000197472	ZNF695	Human
ENSG00000185730	ZNF696	Human
ENSG00000143067	ZNF697	Human
ENSG00000196110	ZNF699	Human
ENSG00000147789	ZNF7	Human
ENSG00000187792	ZNF70	Human
ENSG00000196757	ZNF700	Human
ENSG00000167562	ZNF701	Human
ENSG00000183779	ZNF703	Human
ENSG00000164684	ZNF704	Human
ENSG00000196946	ZNF705A	Human
ENSG00000215356	ZNF705B	Human
ENSG00000215343	ZNF705D	Human
ENSG00000214534	ZNF705E	Human
ENSG00000215372	ZNF705G	Human
ENSG00000120963	ZNF706	Human
ENSG00000181135	ZNF707	Human
ENSG00000182141	ZNF708	Human
ENSG00000242852	ZNF709	Human
ENSG00000197951	ZNF71	Human
ENSG00000140548	ZNF710	Human
ENSG00000147180	ZNF711	Human
ENSG00000178665	ZNF713	Human
ENSG00000160352	ZNF714	Human
ENSG00000182111	ZNF716	Human
ENSG00000227124	ZNF717	Human
ENSG00000250312	ZNF718	Human
ENSG00000182903	ZNF721	Human
ENSG00000196081	ZNF724	Human
ENSG00000213967	ZNF726	Human
ENSG00000214652	ZNF727	Human
ENSG00000269067	ZNF728	Human
ENSG00000196350	ZNF729	Human
ENSG00000183850	ZNF730	Human
ENSG00000186777	ZNF732	Human
ENSG00000223614	ZNF735	Human
ENSG00000234444	ZNF736	Human
ENSG00000237440	ZNF737	Human
ENSG00000185252	ZNF74	Human
ENSG00000139651	ZNF740	Human
ENSG00000181220	ZNF746	Human
ENSG00000169955	ZNF747	Human
ENSG00000186230	ZNF749	Human
ENSG00000141579	ZNF750	Human
ENSG00000162086	ZNF75A	Human
ENSG00000186376	ZNF75D	Human
ENSG00000065029	ZNF76	Human
ENSG00000160336	ZNF761	Human
ENSG00000197054	ZNF763	Human
ENSG00000169951	ZNF764	Human
ENSG00000196417	ZNF765	Human
ENSG00000196214	ZNF766	Human
ENSG00000169957	ZNF768	Human
ENSG00000175691	ZNF77	Human
ENSG00000198146	ZNF770	Human
ENSG00000179965	ZNF771	Human
ENSG00000197128	ZNF772	Human
ENSG00000152439	ZNF773	Human
ENSG00000196391	ZNF774	Human
ENSG00000196456	ZNF775	Human
ENSG00000152443	ZNF776	Human
ENSG00000196453	ZNF777	Human
ENSG00000170100	ZNF778	Human
ENSG00000197782	ZNF780A	Human
ENSG00000128000	ZNF780B	Human
ENSG00000196381	ZNF781	Human
ENSG00000196597	ZNF782	Human
ENSG00000204946	ZNF783	Human
ENSG00000179922	ZNF784	Human
ENSG00000197162	ZNF785	Human
ENSG00000197362	ZNF786	Human
ENSG00000142409	ZNF787	Human
ENSG00000214189	ZNF788	Human
ENSG00000198556	ZNF789	Human
ENSG00000196152	ZNF79	Human
ENSG00000197863	ZNF790	Human
ENSG00000173875	ZNF791	Human
ENSG00000180884	ZNF792	Human
ENSG00000188227	ZNF793	Human
ENSG00000196466	ZNF799	Human
ENSG00000278129	ZNF8	Human
ENSG00000174255	ZNF80	Human
ENSG00000048405	ZNF800	Human
ENSG00000170396	ZNF804A	Human
ENSG00000182348	ZNF804B	Human
ENSG00000204524	ZNF805	Human
ENSG00000198482	ZNF808	Human
ENSG00000197779	ZNF81	Human
ENSG00000198346	ZNF813	Human
ENSG00000204514	ZNF814	Human
ENSG00000180257	ZNF816	Human
ENSG00000102984	ZNF821	Human
ENSG00000197933	ZNF823	Human
ENSG00000151612	ZNF827	Human
ENSG00000185869	ZNF829	Human
ENSG00000167766	ZNF83	Human
ENSG00000198783	ZNF830	Human
ENSG00000124203	ZNF831	Human
ENSG00000127903	ZNF835	Human
ENSG00000196267	ZNF836	Human
ENSG00000152475	ZNF837	Human
ENSG00000198040	ZNF84	Human
ENSG00000197608	ZNF841	Human
ENSG00000176723	ZNF843	Human
ENSG00000223547	ZNF844	Human
ENSG00000213799	ZNF845	Human
ENSG00000196605	ZNF846	Human
ENSG00000105750	ZNF85	Human
ENSG00000267041	ZNF850	Human
ENSG00000178917	ZNF852	Human
ENSG00000236609	ZNF853	Human
ENSG00000197385	ZNF860	Human
ENSG00000261221	ZNF865	Human
ENSG00000257446	ZNF878	Human
ENSG00000234284	ZNF879	Human
ENSG00000221923	ZNF880	Human
ENSG00000228623	ZNF883	Human
ENSG00000213793	ZNF888	Human
ENSG00000214029	ZNF891	Human
ENSG00000213988	ZNF90	Human
ENSG00000167232	ZNF91	Human
ENSG00000146757	ZNF92	Human
ENSG00000184635	ZNF93	Human
ENSG00000197360	ZNF98	Human
ENSG00000213973	ZNF99	Human
ENSG00000152467	ZSCAN1	Human
ENSG00000130182	ZSCAN10	Human
ENSG00000158691	ZSCAN12	Human
ENSG00000196812	ZSCAN16	Human
ENSG00000121413	ZSCAN18	Human
ENSG00000176371	ZSCAN2	Human
ENSG00000121903	ZSCAN20	Human
ENSG00000166529	ZSCAN21	Human
ENSG00000182318	ZSCAN22	Human
ENSG00000187987	ZSCAN23	Human
ENSG00000197037	ZSCAN25	Human
ENSG00000197062	ZSCAN26	Human
ENSG00000140265	ZSCAN29	Human
ENSG00000186814	ZSCAN30	Human
ENSG00000235109	ZSCAN31	Human
ENSG00000140987	ZSCAN32	Human
ENSG00000180532	ZSCAN4	Human
ENSG00000131848	ZSCAN5A	Human
ENSG00000197213	ZSCAN5B	Human
ENSG00000204532	ZSCAN5C	Human
ENSG00000137185	ZSCAN9	Human
ENSG00000153975	ZUFSP	Human
ENSG00000198205	ZXDA	Human
ENSG00000198455	ZXDB	Human
ENSG00000070476	ZXDC	Human
ENSG00000100105	PATZ1	Human
ENSG00000112365	ZBTB24	Human
ENSG00000171443	ZNF524	Human
ENSG00000161914	ZNF653	Human
ENSG00000198839	ZNF277	Human
ENSG00000243943	ZNF512	Human
ENSG00000148516	ZEB1	Human
ENSG00000169554	ZEB2	Human
ENSG00000140836	ZFHX3	Human
ENSG00000091656	ZFHX4	Human
ENSG00000124496	TRERF1	Human
ENSG00000118156	ZNF541	Human
ENSG00000001167	NFYA	Human
ENSG00000139793	MBNL2	Human
ENSG00000144161	ZC3H8	Human
ENSG00000197114	ZGPAT	Human
ENSG00000125817	CENPB	Human
ENSG00000177946	CENPBD1	Human
ENSG00000234616	JRK	Human
ENSG00000183340	JRKL	Human
ENSG00000221944	TIGD1	Human
ENSG00000180346	TIGD2	Human
ENSG00000173825	TIGD3	Human
ENSG00000169989	TIGD4	Human
ENSG00000179886	TIGD5	Human
ENSG00000164296	TIGD6	Human
ENSG00000140993	TIGD7	Human
ENSG00000171735	CAMTA1	Human
ENSG00000108509	CAMTA2	Human
ENSG00000131914	LIN28A	Human
ENSG00000187772	LIN28B	Human
ENSG00000065978	YBX1	Human
ENSG00000006047	YBX2	Human
ENSG00000060138	YBX3	Human
ENSG00000168214	RBPJ	Human
ENSG00000124232	RBPJL	Human
ENSG00000257923	CUX1	Human
ENSG00000111249	CUX2	Human
ENSG00000169856	ONECUT1	Human
ENSG00000119547	ONECUT2	Human
ENSG00000205922	ONECUT3	Human
ENSG00000182568	SATB1	Human
ENSG00000119042	SATB2	Human
ENSG00000154832	CXXC1	Human
ENSG00000168772	CXXC4	Human
ENSG00000171604	CXXC5	Human
ENSG00000130816	DNMT1	Human
ENSG00000099364	FBXL19	Human
ENSG00000173120	KDM2A	Human
ENSG00000089094	KDM2B	Human
ENSG00000138336	TET1	Human
ENSG00000187605	TET3	Human
ENSG00000118058	KMT2A	Human
ENSG00000272333	KMT2B	Human
ENSG00000137090	DMRT1	Human
ENSG00000173253	DMRT2	Human
ENSG00000064218	DMRT3	Human
ENSG00000176399	DMRTA1	Human
ENSG00000142700	DMRTA2	Human
ENSG00000143006	DMRTB1	Human
ENSG00000142025	DMRTC2	Human
ENSG00000101412	E2F1	Human
ENSG00000007968	E2F2	Human
ENSG00000112242	E2F3	Human
ENSG00000205250	E2F4	Human
ENSG00000133740	E2F5	Human
ENSG00000169016	E2F6	Human
ENSG00000165891	E2F7	Human
ENSG00000129173	E2F8	Human
ENSG00000198176	TFDP1	Human
ENSG00000114126	TFDP2	Human
ENSG00000183434	TFDP3	Human
ENSG00000164330	EBF1	Human
ENSG00000221818	EBF2	Human
ENSG00000108001	EBF3	Human
ENSG00000088881	EBF4	Human
ENSG00000135373	EHF	Human
ENSG00000120690	ELF1	Human
ENSG00000109381	ELF2	Human
ENSG00000102034	ELF4	Human
ENSG00000135374	ELF5	Human
ENSG00000126767	ELK1	Human
ENSG00000111145	ELK3	Human
ENSG00000158711	ELK4	Human
ENSG00000105722	ERF	Human
ENSG00000157554	ERG	Human
ENSG00000134954	ETS1	Human
ENSG00000157557	ETS2	Human
ENSG00000006468	ETV1	Human
ENSG00000105672	ETV2	Human
ENSG00000117036	ETV3	Human
ENSG00000253831	ETV3L	Human
ENSG00000175832	ETV4	Human
ENSG00000244405	ETV5	Human
ENSG00000139083	ETV6	Human
ENSG00000010030	ETV7	Human
ENSG00000163497	FEV	Human
ENSG00000151702	FLI1	Human
ENSG00000154727	GABPA	Human
ENSG00000124664	SPDEF	Human
ENSG00000066336	SPI1	Human
ENSG00000269404	SPIB	Human
ENSG00000166211	SPIC	Human
ENSG00000163435	ELF3	Human
ENSG00000059122	FLYWCH1	Human
ENSG00000129514	FOXA1	Human
ENSG00000125798	FOXA2	Human
ENSG00000170608	FOXA3	Human
ENSG00000171956	FOXB1	Human
ENSG00000204612	FOXB2	Human
ENSG00000054598	FOXC1	Human
ENSG00000176692	FOXC2	Human
ENSG00000251493	FOXD1	Human
ENSG00000186564	FOXD2	Human
ENSG00000187140	FOXD3	Human
ENSG00000170122	FOXD4	Human
ENSG00000184492	FOXD4L1	Human
ENSG00000187559	FOXD4L3	Human
ENSG00000184659	FOXD4L4	Human
ENSG00000204779	FOXD4L5	Human
ENSG00000273514	FOXD4L6	Human
ENSG00000178919	FOXE1	Human
ENSG00000186790	FOXE3	Human
ENSG00000103241	FOXF1	Human
ENSG00000137273	FOXF2	Human
ENSG00000176165	FOXG1	Human
ENSG00000160973	FOXH1	Human
ENSG00000168269	FOXI1	Human
ENSG00000186766	FOXI2	Human
ENSG00000214336	FOXI3	Human
ENSG00000129654	FOXJ1	Human
ENSG00000065970	FOXJ2	Human
ENSG00000198815	FOXJ3	Human
ENSG00000164916	FOXK1	Human
ENSG00000141568	FOXK2	Human
ENSG00000176678	FOXL1	Human
ENSG00000183770	FOXL2	Human
ENSG00000111206	FOXM1	Human
ENSG00000109101	FOXN1	Human
ENSG00000170802	FOXN2	Human
ENSG00000053254	FOXN3	Human
ENSG00000139445	FOXN4	Human
ENSG00000150907	FOXO1	Human
ENSG00000118689	FOXO3	Human
ENSG00000184481	FOXO4	Human
ENSG00000204060	FOXO6	Human
ENSG00000114861	FOXP1	Human
ENSG00000128573	FOXP2	Human
ENSG00000049768	FOXP3	Human
ENSG00000137166	FOXP4	Human
ENSG00000164379	FOXQ1	Human
ENSG00000176302	FOXR1	Human
ENSG00000189299	FOXR2	Human
ENSG00000179772	FOXS1	Human
ENSG00000102145	GATA1	Human
ENSG00000179348	GATA2	Human
ENSG00000107485	GATA3	Human
ENSG00000136574	GATA4	Human
ENSG00000130700	GATA5	Human
ENSG00000141448	GATA6	Human
ENSG00000167491	GATAD2A	Human
ENSG00000143614	GATAD2B	Human
ENSG00000104447	TRPS1	Human
ENSG00000220201	ZGLP1	Human
ENSG00000137270	GCM1	Human
ENSG00000124827	GCM2	Human
ENSG00000134317	GRHL1	Human
ENSG00000083307	GRHL2	Human
ENSG00000158055	GRHL3	Human
ENSG00000135457	TFCP2	Human
ENSG00000115112	TFCP2L1	Human
ENSG00000153560	UBP1	Human
ENSG00000263001	GTF2I	Human
ENSG00000006704	GTF2IRD1	Human
ENSG00000196275	GTF2IRD2	Human
ENSG00000174428	GTF2IRD2B	Human
ENSG00000114439	BBX	Human
ENSG00000079432	CIC	Human
ENSG00000105856	HBP1	Human
ENSG00000140382	HMG20A	Human
ENSG00000064961	HMG20B	Human
ENSG00000118418	HMGN3	Human
ENSG00000138795	LEF1	Human
ENSG00000182968	SOX1	Human
ENSG00000100146	SOX10	Human
ENSG00000176887	SOX11	Human
ENSG00000177732	SOX12	Human
ENSG00000143842	SOX13	Human
ENSG00000168875	SOX14	Human
ENSG00000129194	SOX15	Human
ENSG00000164736	SOX17	Human
ENSG00000203883	SOX18	Human
ENSG00000181449	SOX2	Human
ENSG00000125285	SOX21	Human
ENSG00000134595	SOX3	Human
ENSG00000039600	SOX30	Human
ENSG00000124766	SOX4	Human
ENSG00000134532	SOX5	Human
ENSG00000110693	SOX6	Human
ENSG00000171056	SOX7	Human
ENSG00000005513	SOX8	Human
ENSG00000125398	SOX9	Human
ENSG00000184895	SRY	Human
ENSG00000081059	TCF7	Human
ENSG00000152284	TCF7L1	Human
ENSG00000148737	TCF7L2	Human
ENSG00000101126	ADNP	Human
ENSG00000101544	ADNP2	Human
ENSG00000180318	ALX1	Human
ENSG00000156150	ALX3	Human
ENSG00000052850	ALX4	Human
ENSG00000227059	ANHX	Human
ENSG00000186103	ARGFX	Human
ENSG00000004848	ARX	Human
ENSG00000125492	BARHL1	Human
ENSG00000143032	BARHL2	Human
ENSG00000131668	BARX1	Human
ENSG00000043039	BARX2	Human
ENSG00000188909	BSX	Human
ENSG00000113722	CDX1	Human
ENSG00000165556	CDX2	Human
ENSG00000131264	CDX4	Human
ENSG00000105392	CRX	Human
ENSG00000109851	DBX1	Human
ENSG00000185610	DBX2	Human
ENSG00000144355	DLX1	Human
ENSG00000115844	DLX2	Human
ENSG00000064195	DLX3	Human
ENSG00000108813	DLX4	Human
ENSG00000105880	DLX5	Human
ENSG00000006377	DLX6	Human
ENSG00000197587	DMBX1	Human
ENSG00000204595	DPRX	Human
ENSG00000165606	DRGX	Human
DUX1_HUMAN	DUX1	Human
DUX3_HUMAN	DUX3	Human
ENSG00000260596	DUX4	Human
ENSG00000258873	DUXA	Human
ENSG00000135638	EMX1	Human
ENSG00000170370	EMX2	Human
ENSG00000163064	EN1	Human
ENSG00000164778	EN2	Human
ENSG00000123576	ESX1	Human
ENSG00000106038	EVX1	Human
ENSG00000174279	EVX2	Human
ENSG00000164900	GBX1	Human
ENSG00000168505	GBX2	Human
ENSG00000133937	GSC	Human
ENSG00000063515	GSC2	Human
ENSG00000169840	GSX1	Human
ENSG00000180613	GSX2	Human
ENSG00000165259	HDX	Human
ENSG00000163666	HESX1	Human
ENSG00000152804	HHEX	Human
ENSG00000136630	HLX	Human
ENSG00000147421	HMBOX1	Human
ENSG00000215612	HMX1	Human
ENSG00000188816	HMX2	Human
ENSG00000188620	HMX3	Human
ENSG00000135100	HNF1A	Human
ENSG00000275410	HNF1B	Human
ENSG00000215271	HOMEZ	Human
ENSG00000105991	HOXA1	Human
ENSG00000253293	HOXA10	Human
ENSG00000005073	HOXA11	Human
ENSG00000106031	HOXA13	Human
ENSG00000105996	HOXA2	Human
ENSG00000105997	HOXA3	Human
ENSG00000197576	HOXA4	Human
ENSG00000106004	HOXA5	Human
ENSG00000106006	HOXA6	Human
ENSG00000122592	HOXA7	Human
ENSG00000078399	HOXA9	Human
ENSG00000120094	HOXB1	Human
ENSG00000159184	HOXB13	Human
ENSG00000173917	HOXB2	Human
ENSG00000120093	HOXB3	Human
ENSG00000182742	HOXB4	Human
ENSG00000120075	HOXB5	Human
ENSG00000108511	HOXB6	Human
ENSG00000260027	HOXB7	Human
ENSG00000120068	HOXB8	Human
ENSG00000170689	HOXB9	Human
ENSG00000180818	HOXC10	Human
ENSG00000123388	HOXC11	Human
ENSG00000123407	HOXC12	Human
ENSG00000123364	HOXC13	Human
ENSG00000198353	HOXC4	Human
ENSG00000172789	HOXC5	Human
ENSG00000197757	HOXC6	Human
ENSG00000037965	HOXC8	Human
ENSG00000180806	HOXC9	Human
ENSG00000128645	HOXD1	Human
ENSG00000128710	HOXD10	Human
ENSG00000128713	HOXD11	Human
ENSG00000170178	HOXD12	Human
ENSG00000128714	HOXD13	Human
ENSG00000128652	HOXD3	Human
ENSG00000170166	HOXD4	Human
ENSG00000175879	HOXD8	Human
ENSG00000128709	HOXD9	Human
ENSG00000170549	IRX1	Human
ENSG00000170561	IRX2	Human
ENSG00000177508	IRX3	Human
ENSG00000113430	IRX4	Human
ENSG00000176842	IRX5	Human
ENSG00000159387	IRX6	Human
ENSG00000016082	ISL1	Human
ENSG00000159556	ISL2	Human
ENSG00000175329	ISX	Human
ENSG00000138136	LBX1	Human
ENSG00000179528	LBX2	Human
ENSG00000213921	LEUTX	Human
ENSG00000273706	LHX1	Human
ENSG00000106689	LHX2	Human
ENSG00000107187	LHX3	Human
ENSG00000121454	LHX4	Human
ENSG00000089116	LHX5	Human
ENSG00000106852	LHX6	Human
ENSG00000162624	LHX8	Human
ENSG00000143355	LHX9	Human
ENSG00000162761	LMX1A	Human
ENSG00000136944	LMX1B	Human
ENSG00000143995	MEIS1	Human
ENSG00000134138	MEIS2	Human
ENSG00000105419	MEIS3	Human
ENSG00000005102	MEOX1	Human
ENSG00000106511	MEOX2	Human
ENSG00000185155	MIXL1	Human
ENSG00000150051	MKX	Human
ENSG00000130675	MNX1	Human
ENSG00000163132	MSX1	Human
ENSG00000120149	MSX2	Human
ENSG00000111704	NANOG	Human
ENSG00000205857	NANOGNB	Human
ENSG00000255192	NANOGP8	Human
ENSG00000235608	NKX1-1	Human
ENSG00000229544	NKX1-2	Human
ENSG00000136352	NKX2-1	Human
ENSG00000125820	NKX2-2	Human
ENSG00000119919	NKX2-3	Human
ENSG00000125816	NKX2-4	Human
ENSG00000183072	NKX2-5	Human
ENSG00000180053	NKX2-6	Human
ENSG00000136327	NKX2-8	Human
ENSG00000167034	NKX3-1	Human
ENSG00000109705	NKX3-2	Human
ENSG00000163623	NKX6-1	Human
ENSG00000148826	NKX6-2	Human
ENSG00000165066	NKX6-3	Human
ENSG00000106410	NOBOX	Human
ENSG00000214513	NOTO	Human
ENSG00000171540	OTP	Human
ENSG00000115507	OTX1	Human
ENSG00000165588	OTX2	Human
ENSG00000185630	PBX1	Human
ENSG00000204304	PBX2	Human
ENSG00000167081	PBX3	Human
ENSG00000105717	PBX4	Human
ENSG00000139515	PDX1	Human
ENSG00000165462	PHOX2A	Human
ENSG00000109132	PHOX2B	Human
ENSG00000069011	PITX1	Human
ENSG00000164093	PITX2	Human
ENSG00000107859	PITX3	Human
ENSG00000160199	PKNOX1	Human
ENSG00000165495	PKNOX2	Human
ENSG00000175325	PROP1	Human
ENSG00000116132	PRRX1	Human
ENSG00000167157	PRRX2	Human
ENSG00000134438	RAX	Human
ENSG00000173976	RAX2	Human
ENSG00000101883	RHOXF1	Human
ENSG00000131721	RHOXF2	Human
ENSG00000203989	RHOXF2B	Human
ENSG00000274529	SEBOX	Human
ENSG00000185960	SHOX	Human
ENSG00000168779	SHOX2	Human
ENSG00000126778	SIX1	Human
ENSG00000170577	SIX2	Human
ENSG00000138083	SIX3	Human
ENSG00000100625	SIX4	Human
ENSG00000177045	SIX5	Human
ENSG00000184302	SIX6	Human
ENSG00000177426	TGIF1	Human
ENSG00000118707	TGIF2	Human
ENSG00000153779	TGIF2LX	Human
ENSG00000176679	TGIF2LY	Human
ENSG00000107807	TLX1	Human
ENSG00000115297	TLX2	Human
ENSG00000164438	TLX3	Human
ENSG00000178928	TPRX1	Human
ENSG00000164853	UNCX	Human
ENSG00000148704	VAX1	Human
ENSG00000116035	VAX2	Human
ENSG00000151650	VENTX	Human
ENSG00000100987	VSX1	Human
ENSG00000119614	VSX2	Human
ENSG00000136367	ZFHX2	Human
ENSG00000165156	ZHX1	Human
ENSG00000178764	ZHX2	Human
ENSG00000174306	ZHX3	Human
ENSG00000075891	PAX2	Human
ENSG00000135903	PAX3	Human
ENSG00000106331	PAX4	Human
ENSG00000007372	PAX6	Human
